Logging to logs\PPO_17
---------------------------------
| rollout/           |          |
|    entropy_loss         | -7.78     |
|    explained_variance   | -0.119    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.119    |
|    n_updates            | 1380      |
|    policy_gradient_loss | -0.0943   |
|    value_loss           | 0.000191  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.69e+03   |
|    ep_rew_mean          | 0.251      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 140        |
|    time_elapsed         | 3508       |
|    total_timesteps      | 1146880    |
| train/                  |            |
|    approx_kl            | 0.22649357 |
|    clip_fraction        | 0.694      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.154     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.114     |
|    n_updates            | 1390       |
|    policy_gradient_loss | -0.0904    |
|    value_loss           | 0.000308   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.66e+03   |
|    ep_rew_mean          | 0.251      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 141        |
|    time_elapsed         | 3533       |
|    total_timesteps      | 1155072    |
| train/                  |            |
|    approx_kl            | 0.21444023 |
|    clip_fraction        | 0.685      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.207     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.135     |
|    n_updates            | 1400       |
|    policy_gradient_loss | -0.101     |
|    value_loss           | 0.000134   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.67e+03   |
|    ep_rew_mean          | 0.251      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 142        |
|    time_elapsed         | 3559       |
|    total_timesteps      | 1163264    |
| train/                  |            |
|    approx_kl            | 0.22134043 |
|    clip_fraction        | 0.674      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.71      |
|    explained_variance   | -0.165     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1410       |
|    policy_gradient_loss | -0.09      |
|    value_loss           | 0.000183   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.66e+03  |
|    ep_rew_mean          | 0.243     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 143       |
|    time_elapsed         | 3583      |
|    total_timesteps      | 1171456   |
| train/                  |           |
|    approx_kl            | 0.2133061 |
|    clip_fraction        | 0.674     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.8      |
|    explained_variance   | -0.174    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.116    |
|    n_updates            | 1420      |
|    policy_gradient_loss | -0.0945   |
|    value_loss           | 0.000145  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.251      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 144        |
|    time_elapsed         | 3610       |
|    total_timesteps      | 1179648    |
| train/                  |            |
|    approx_kl            | 0.21563664 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.202     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1430       |
|    policy_gradient_loss | -0.092     |
|    value_loss           | 0.00015    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.67e+03   |
|    ep_rew_mean          | 0.253      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 145        |
|    time_elapsed         | 3635       |
|    total_timesteps      | 1187840    |
| train/                  |            |
|    approx_kl            | 0.24229789 |
|    clip_fraction        | 0.693      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.0742    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.116     |
|    n_updates            | 1440       |
|    policy_gradient_loss | -0.0929    |
|    value_loss           | 0.000198   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.247      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 146        |
|    time_elapsed         | 3659       |
|    total_timesteps      | 1196032    |
| train/                  |            |
|    approx_kl            | 0.20989811 |
|    clip_fraction        | 0.679      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.127     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 1450       |
|    policy_gradient_loss | -0.0929    |
|    value_loss           | 0.000157   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.254      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 147        |
|    time_elapsed         | 3685       |
|    total_timesteps      | 1204224    |
| train/                  |            |
|    approx_kl            | 0.22965737 |
|    clip_fraction        | 0.683      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.137     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 1460       |
|    policy_gradient_loss | -0.0929    |
|    value_loss           | 0.000207   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.64e+03   |
|    ep_rew_mean          | 0.255      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 148        |
|    time_elapsed         | 3710       |
|    total_timesteps      | 1212416    |
| train/                  |            |
|    approx_kl            | 0.21099903 |
|    clip_fraction        | 0.68       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.107     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.118     |
|    n_updates            | 1470       |
|    policy_gradient_loss | -0.0954    |
|    value_loss           | 0.000247   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.67e+03  |
|    ep_rew_mean          | 0.266     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 149       |
|    time_elapsed         | 3736      |
|    total_timesteps      | 1220608   |
| train/                  |           |
|    approx_kl            | 0.2328108 |
|    clip_fraction        | 0.69      |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.78     |
|    explained_variance   | -0.135    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.113    |
|    n_updates            | 1480      |
|    policy_gradient_loss | -0.0941   |
|    value_loss           | 0.00022   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.67e+03   |
|    ep_rew_mean          | 0.266      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 150        |
|    time_elapsed         | 3760       |
|    total_timesteps      | 1228800    |
| train/                  |            |
|    approx_kl            | 0.19640857 |
|    clip_fraction        | 0.665      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.164     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.125     |
|    n_updates            | 1490       |
|    policy_gradient_loss | -0.0945    |
|    value_loss           | 0.000183   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.7e+03    |
|    ep_rew_mean          | 0.27       |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 151        |
|    time_elapsed         | 3788       |
|    total_timesteps      | 1236992    |
| train/                  |            |
|    approx_kl            | 0.20808157 |
|    clip_fraction        | 0.675      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.22      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1500       |
|    policy_gradient_loss | -0.0923    |
|    value_loss           | 0.000153   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.7e+03    |
|    ep_rew_mean          | 0.283      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 152        |
|    time_elapsed         | 3814       |
|    total_timesteps      | 1245184    |
| train/                  |            |
|    approx_kl            | 0.26937294 |
|    clip_fraction        | 0.714      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.188     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.128     |
|    n_updates            | 1510       |
|    policy_gradient_loss | -0.094     |
|    value_loss           | 0.000165   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.281      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 153        |
|    time_elapsed         | 3840       |
|    total_timesteps      | 1253376    |
| train/                  |            |
|    approx_kl            | 0.20888075 |
|    clip_fraction        | 0.673      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.145     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.117     |
|    n_updates            | 1520       |
|    policy_gradient_loss | -0.0914    |
|    value_loss           | 0.000238   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.276      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 154        |
|    time_elapsed         | 3864       |
|    total_timesteps      | 1261568    |
| train/                  |            |
|    approx_kl            | 0.22639939 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.132     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.108     |
|    n_updates            | 1530       |
|    policy_gradient_loss | -0.0948    |
|    value_loss           | 0.000164   |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1.68e+03 |
|    ep_rew_mean          | 0.261    |
| time/                   |          |
|    fps                  | 326      |
|    iterations           | 155      |
|    time_elapsed         | 3889     |
|    total_timesteps      | 1269760  |
| train/                  |          |
|    approx_kl            | 0.254834 |
|    clip_fraction        | 0.695    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.75    |
|    explained_variance   | -0.265   |
|    learning_rate        | 0.0001   |
|    loss                 | -0.121   |
|    n_updates            | 1540     |
|    policy_gradient_loss | -0.0973  |
|    value_loss           | 0.000188 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.67e+03   |
|    ep_rew_mean          | 0.264      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 156        |
|    time_elapsed         | 3913       |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.21159756 |
|    clip_fraction        | 0.667      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.162     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0929    |
|    n_updates            | 1550       |
|    policy_gradient_loss | -0.0879    |
|    value_loss           | 0.000175   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.267      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 157        |
|    time_elapsed         | 3938       |
|    total_timesteps      | 1286144    |
| train/                  |            |
|    approx_kl            | 0.26367444 |
|    clip_fraction        | 0.704      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.7       |
|    explained_variance   | -0.197     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.116     |
|    n_updates            | 1560       |
|    policy_gradient_loss | -0.0962    |
|    value_loss           | 0.000253   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.67e+03   |
|    ep_rew_mean          | 0.259      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 158        |
|    time_elapsed         | 3964       |
|    total_timesteps      | 1294336    |
| train/                  |            |
|    approx_kl            | 0.23841424 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.222     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.132     |
|    n_updates            | 1570       |
|    policy_gradient_loss | -0.0953    |
|    value_loss           | 0.000155   |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1.7e+03  |
|    ep_rew_mean          | 0.261    |
| time/                   |          |
|    fps                  | 326      |
|    iterations           | 159      |
|    time_elapsed         | 3989     |
|    total_timesteps      | 1302528  |
| train/                  |          |
|    approx_kl            | 0.269823 |
|    clip_fraction        | 0.711    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.74    |
|    explained_variance   | -0.174   |
|    learning_rate        | 0.0001   |
|    loss                 | -0.107   |
|    n_updates            | 1580     |
|    policy_gradient_loss | -0.0963  |
|    value_loss           | 0.00018  |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.72e+03   |
|    ep_rew_mean          | 0.258      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 160        |
|    time_elapsed         | 4013       |
|    total_timesteps      | 1310720    |
| train/                  |            |
|    approx_kl            | 0.23514143 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.139     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.126     |
|    n_updates            | 1590       |
|    policy_gradient_loss | -0.0921    |
|    value_loss           | 0.000139   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.72e+03  |
|    ep_rew_mean          | 0.248     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 161       |
|    time_elapsed         | 4037      |
|    total_timesteps      | 1318912   |
| train/                  |           |
|    approx_kl            | 0.2568788 |
|    clip_fraction        | 0.704     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.71     |
|    explained_variance   | -0.189    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.122    |
|    n_updates            | 1600      |
|    policy_gradient_loss | -0.0934   |
|    value_loss           | 0.000138  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.75e+03  |
|    ep_rew_mean          | 0.253     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 162       |
|    time_elapsed         | 4061      |
|    total_timesteps      | 1327104   |
| train/                  |           |
|    approx_kl            | 0.2576354 |
|    clip_fraction        | 0.702     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.68     |
|    explained_variance   | -0.0996   |
|    learning_rate        | 0.0001    |
|    loss                 | -0.11     |
|    n_updates            | 1610      |
|    policy_gradient_loss | -0.0897   |
|    value_loss           | 0.000167  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.75e+03   |
|    ep_rew_mean          | 0.255      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 163        |
|    time_elapsed         | 4087       |
|    total_timesteps      | 1335296    |
| train/                  |            |
|    approx_kl            | 0.24636266 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.7       |
|    explained_variance   | -0.126     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.111     |
|    n_updates            | 1620       |
|    policy_gradient_loss | -0.0899    |
|    value_loss           | 0.000185   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.257      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 164        |
|    time_elapsed         | 4111       |
|    total_timesteps      | 1343488    |
| train/                  |            |
|    approx_kl            | 0.25216055 |
|    clip_fraction        | 0.695      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.65      |
|    explained_variance   | -0.25      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.124     |
|    n_updates            | 1630       |
|    policy_gradient_loss | -0.0939    |
|    value_loss           | 0.000132   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.257      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 165        |
|    time_elapsed         | 4136       |
|    total_timesteps      | 1351680    |
| train/                  |            |
|    approx_kl            | 0.26191318 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.66      |
|    explained_variance   | -0.0729    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0903    |
|    n_updates            | 1640       |
|    policy_gradient_loss | -0.0823    |
|    value_loss           | 0.00032    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.252      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 166        |
|    time_elapsed         | 4162       |
|    total_timesteps      | 1359872    |
| train/                  |            |
|    approx_kl            | 0.23675543 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.186     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.114     |
|    n_updates            | 1650       |
|    policy_gradient_loss | -0.0972    |
|    value_loss           | 0.000183   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.75e+03   |
|    ep_rew_mean          | 0.241      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 167        |
|    time_elapsed         | 4186       |
|    total_timesteps      | 1368064    |
| train/                  |            |
|    approx_kl            | 0.23261267 |
|    clip_fraction        | 0.698      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.125     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.114     |
|    n_updates            | 1660       |
|    policy_gradient_loss | -0.0953    |
|    value_loss           | 0.0002     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.246      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 168        |
|    time_elapsed         | 4212       |
|    total_timesteps      | 1376256    |
| train/                  |            |
|    approx_kl            | 0.27211517 |
|    clip_fraction        | 0.71       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.67      |
|    explained_variance   | -0.181     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.124     |
|    n_updates            | 1670       |
|    policy_gradient_loss | -0.098     |
|    value_loss           | 0.000174   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.8e+03    |
|    ep_rew_mean          | 0.241      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 169        |
|    time_elapsed         | 4237       |
|    total_timesteps      | 1384448    |
| train/                  |            |
|    approx_kl            | 0.24067077 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.76      |
|    explained_variance   | -0.153     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.116     |
|    n_updates            | 1680       |
|    policy_gradient_loss | -0.0966    |
|    value_loss           | 0.000176   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.246      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 170        |
|    time_elapsed         | 4261       |
|    total_timesteps      | 1392640    |
| train/                  |            |
|    approx_kl            | 0.23019451 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.211     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.122     |
|    n_updates            | 1690       |
|    policy_gradient_loss | -0.0939    |
|    value_loss           | 0.000136   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.82e+03  |
|    ep_rew_mean          | 0.242     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 171       |
|    time_elapsed         | 4287      |
|    total_timesteps      | 1400832   |
| train/                  |           |
|    approx_kl            | 0.2635875 |
|    clip_fraction        | 0.708     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.72     |
|    explained_variance   | -0.105    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.117    |
|    n_updates            | 1700      |
|    policy_gradient_loss | -0.0941   |
|    value_loss           | 0.000169  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.234      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 172        |
|    time_elapsed         | 4312       |
|    total_timesteps      | 1409024    |
| train/                  |            |
|    approx_kl            | 0.25533813 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.13      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 1710       |
|    policy_gradient_loss | -0.0931    |
|    value_loss           | 0.0002     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.79e+03  |
|    ep_rew_mean          | 0.231     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 173       |
|    time_elapsed         | 4338      |
|    total_timesteps      | 1417216   |
| train/                  |           |
|    approx_kl            | 0.2746632 |
|    clip_fraction        | 0.702     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.65     |
|    explained_variance   | -0.203    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.112    |
|    n_updates            | 1720      |
|    policy_gradient_loss | -0.0953   |
|    value_loss           | 0.000171  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.8e+03    |
|    ep_rew_mean          | 0.223      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 174        |
|    time_elapsed         | 4362       |
|    total_timesteps      | 1425408    |
| train/                  |            |
|    approx_kl            | 0.25628483 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.133     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.108     |
|    n_updates            | 1730       |
|    policy_gradient_loss | -0.0948    |
|    value_loss           | 0.000175   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.219      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 175        |
|    time_elapsed         | 4386       |
|    total_timesteps      | 1433600    |
| train/                  |            |
|    approx_kl            | 0.24186687 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.155     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1740       |
|    policy_gradient_loss | -0.0962    |
|    value_loss           | 0.000125   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.83e+03  |
|    ep_rew_mean          | 0.228     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 176       |
|    time_elapsed         | 4411      |
|    total_timesteps      | 1441792   |
| train/                  |           |
|    approx_kl            | 0.2774456 |
|    clip_fraction        | 0.711     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.64     |
|    explained_variance   | -0.195    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.101    |
|    n_updates            | 1750      |
|    policy_gradient_loss | -0.0923   |
|    value_loss           | 0.000135  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.218      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 177        |
|    time_elapsed         | 4437       |
|    total_timesteps      | 1449984    |
| train/                  |            |
|    approx_kl            | 0.24052301 |
|    clip_fraction        | 0.694      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.71      |
|    explained_variance   | -0.0652    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.109     |
|    n_updates            | 1760       |
|    policy_gradient_loss | -0.091     |
|    value_loss           | 0.000213   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.81e+03   |
|    ep_rew_mean          | 0.22       |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 178        |
|    time_elapsed         | 4463       |
|    total_timesteps      | 1458176    |
| train/                  |            |
|    approx_kl            | 0.27771735 |
|    clip_fraction        | 0.709      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.68      |
|    explained_variance   | -0.195     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.128     |
|    n_updates            | 1770       |
|    policy_gradient_loss | -0.0967    |
|    value_loss           | 0.000186   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.218      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 179        |
|    time_elapsed         | 4487       |
|    total_timesteps      | 1466368    |
| train/                  |            |
|    approx_kl            | 0.25509328 |
|    clip_fraction        | 0.698      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.72      |
|    explained_variance   | -0.141     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1780       |
|    policy_gradient_loss | -0.0935    |
|    value_loss           | 0.000244   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.217      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 180        |
|    time_elapsed         | 4513       |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.24361119 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.7       |
|    explained_variance   | -0.189     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0978    |
|    n_updates            | 1790       |
|    policy_gradient_loss | -0.0948    |
|    value_loss           | 0.000165   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.83e+03   |
|    ep_rew_mean          | 0.221      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 181        |
|    time_elapsed         | 4537       |
|    total_timesteps      | 1482752    |
| train/                  |            |
|    approx_kl            | 0.26752913 |
|    clip_fraction        | 0.707      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.58      |
|    explained_variance   | -0.192     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 1800       |
|    policy_gradient_loss | -0.0933    |
|    value_loss           | 0.000165   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.81e+03   |
|    ep_rew_mean          | 0.211      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 182        |
|    time_elapsed         | 4563       |
|    total_timesteps      | 1490944    |
| train/                  |            |
|    approx_kl            | 0.24171938 |
|    clip_fraction        | 0.702      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.74      |
|    explained_variance   | -0.132     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.123     |
|    n_updates            | 1810       |
|    policy_gradient_loss | -0.0947    |
|    value_loss           | 0.000145   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.214      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 183        |
|    time_elapsed         | 4588       |
|    total_timesteps      | 1499136    |
| train/                  |            |
|    approx_kl            | 0.24162316 |
|    clip_fraction        | 0.685      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.164     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.098     |
|    n_updates            | 1820       |
|    policy_gradient_loss | -0.0888    |
|    value_loss           | 0.000163   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.8e+03   |
|    ep_rew_mean          | 0.207     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 184       |
|    time_elapsed         | 4613      |
|    total_timesteps      | 1507328   |
| train/                  |           |
|    approx_kl            | 0.2549442 |
|    clip_fraction        | 0.696     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.74     |
|    explained_variance   | -0.146    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.122    |
|    n_updates            | 1830      |
|    policy_gradient_loss | -0.0915   |
|    value_loss           | 0.000168  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.75e+03  |
|    ep_rew_mean          | 0.208     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 185       |
|    time_elapsed         | 4638      |
|    total_timesteps      | 1515520   |
